44376;62;28;Newcastle;86;9
62666;37;54;Manchester United;88;1
56260;43;58;Arsenal;80;7.5
45032;33;56;Manchester City;89;7.5
51450;66;68;Liverpool;49;3
50000;49;56;Chelsea;50;7
39572;49;43;Everton;80;9.5
37250;63;30;Leicester City;62;7
23844;66;38;Southampton;84;5.5
26961;69;30;Stoke city;78;7.33
26309;71;29;Crystal Palace;68;3
1000;32;25;Minimum values;40;
